input_id,frame_id,ts,frame_ts,state,pose_valid,imu_initialized,map_id,reset_epoch,map_create_epoch,map_change_index,big_change_index,context_changed,last_reloc_id,last_init_id,n_kps,n_associated,n_inlier_observed,n_outlier_associated,n_depth_valid,depth_valid_fraction,n_reproj,reproj_median_px,reproj_p90_px,reproj_mean_px,mean_observations,inlier_grid_coverage,is_kf,n_local_mps,n_local_kfs,imu_rotation_residual_rad,imu_dt,imu_interval_valid,track_core_ms,logger_ms,px,py,pz,qx,qy,qz,qw
670,670,1413393919.505760431290,1413393919.505760431290,2,1,1,0,0,0,183,0,0,0,-1,1116,409,409,0,762,0.682795698925,409,1.626737526797,3.739147849308,1.919307890857,4.584352078240,0.583333333333,0,2219,11,0.000072983916,0.049999952316,1,5.422709000000,0.076434000000,3.266576766968,-0.646198987961,-3.066023826599,0.511473774910,-0.566147625446,0.400189906359,-0.507660865784
671,671,1413393919.555760383606,1413393919.555760383606,2,1,1,0,0,0,184,0,0,0,-1,1137,403,403,0,783,0.688654353562,403,1.632218270168,3.453060978590,1.901795178325,4.461538461538,0.583333333333,0,2147,10,nan,nan,0,4.284993000000,0.070231000000,3.289983749390,-0.679924488068,-3.067767381668,0.498876541853,-0.580555677414,0.403916001320,-0.500928461552
672,672,1413393919.605760574341,1413393919.605760574341,2,1,1,0,0,0,184,0,0,0,-1,1136,364,364,0,814,0.716549295775,364,1.645439451316,3.520559786313,1.926894969338,4.500000000000,0.500000000000,0,2147,10,0.000044245557,0.050000190735,1,4.969790000000,0.064500000000,3.312202692032,-0.713673353195,-3.075520992279,0.488163083792,-0.593530952930,0.408064216375,-0.492850273848
673,673,1413393919.655760288239,1413393919.655760288239,2,1,1,0,0,0,184,0,0,0,-1,1140,722,722,0,796,0.698245614035,722,0.000326195653,2.655729180497,0.885816985824,3.019390581717,0.687500000000,1,2147,10,0.000083365441,0.049999713898,1,4.956197000000,0.096502000000,3.330989360809,-0.751038551331,-3.085473537445,0.478664487600,-0.602984011173,0.414865821600,-0.484950572252
674,674,1413393919.705760478973,1413393919.705760478973,2,1,1,0,0,0,184,0,0,0,-1,1098,419,419,0,737,0.671220400729,419,1.610258959449,3.303465606749,1.874819990810,4.782816229117,0.583333333333,0,2175,11,0.000084255124,0.050000190735,1,5.741097000000,0.086356000000,3.346735000610,-0.791605710983,-3.097211122513,0.471146225929,-0.608818650246,0.422961533070,-0.477979868650
675,675,1413393919.755760431290,1413393919.755760431290,2,1,1,0,0,0,185,0,0,0,-1,1035,692,692,0,738,0.713043478261,692,0.320580242550,2.504820467229,0.906438116926,3.507225433526,0.729166666667,1,2166,11,nan,nan,0,4.416629000000,0.097299000000,3.366371631622,-0.834512710571,-3.112113714218,0.466956466436,-0.609033226967,0.436218500137,-0.469833642244
676,676,1413393919.805760622025,1413393919.805760622025,2,1,1,0,0,0,185,0,0,0,-1,972,376,376,0,674,0.693415637860,376,1.548913195712,3.129729208616,1.702813790556,5.156914893617,0.604166666667,0,2282,12,0.000157362781,0.050000190735,1,5.204935000000,0.058899000000,3.375483036041,-0.881223678589,-3.127109527588,0.465261727571,-0.605421364307,0.451983898878,-0.461201846600
677,677,1413393919.855760335922,1413393919.855760335922,2,1,1,0,0,0,186,0,0,0,-1,1004,650,650,0,670,0.667330677291,650,0.562204830031,2.644652058232,0.946772089005,3.681538461538,0.604166666667,1,2264,12,nan,nan,0,4.823955000000,0.093047000000,3.382640123367,-0.928024291992,-3.150083541870,0.465976357460,-0.599777340889,0.468058884144,-0.451723575592
678,678,1413393919.905760526657,1413393919.905760526657,2,1,1,0,0,0,186,0,0,0,-1,1011,363,363,0,642,0.635014836795,363,1.568202083890,3.341074021489,1.789078404697,6.016528925620,0.604166666667,0,2338,13,0.000138610500,0.050000190735,1,4.830423000000,0.067310000000,3.382985591888,-0.977531194687,-3.170093536377,0.469028145075,-0.594435632229,0.480963706970,-0.441964775324
679,679,1413393919.955760478973,1413393919.955760478973,2,1,1,0,0,0,187,0,0,0,-1,1033,664,664,0,713,0.690222652469,664,0.541202878341,2.492776397452,0.945141494969,4.207831325301,0.687500000000,1,1994,11,nan,nan,0,4.795208000000,0.096638000000,3.379932165146,-1.024562835693,-3.195963859558,0.473607629538,-0.590968132019,0.489867329597,-0.431836277246
680,680,1413393920.005760431290,1413393920.005760431290,2,1,1,0,0,0,187,0,0,0,-1,1105,436,436,0,745,0.674208144796,436,1.609617716054,3.483311006760,1.866716477895,6.704128440367,0.625000000000,0,2153,12,0.000179860595,0.049999952316,1,5.790665000000,0.080960000000,3.371288776398,-1.073308467865,-3.221694946289,0.479494810104,-0.590031206608,0.493171185255,-0.422764927149
681,681,1413393920.055760383606,1413393920.055760383606,2,1,1,0,0,0,188,0,0,0,-1,1148,392,392,0,824,0.717770034843,392,1.379412436792,3.275239284068,1.712966540918,5.954081632653,0.666666666667,0,2065,11,nan,nan,0,4.932665000000,0.058227000000,3.361598968506,-1.118887424469,-3.251570463181,0.484441816807,-0.590135812759,0.493943184614,-0.416024148464
682,682,1413393920.105760574341,1413393920.105760574341,2,1,1,0,0,0,188,0,0,0,-1,1179,685,685,0,816,0.692111959288,685,0.217204439515,2.955228452654,1.036643016398,3.944525547445,0.708333333333,1,2065,11,0.000084827989,0.050000190735,1,6.067984000000,0.093949000000,3.345762968063,-1.165211677551,-3.280695676804,0.488583683968,-0.590274453163,0.493329763412,-0.411689072847
683,683,1413393920.155760288239,1413393920.155760288239,2,1,1,0,0,0,188,0,0,0,-1,1193,429,429,0,883,0.740150880134,429,1.633031712879,3.380164773235,1.868331313648,5.923076923077,0.666666666667,0,2216,12,0.000140538876,0.049999713898,1,6.636290000000,0.067583000000,3.327071666718,-1.210503101349,-3.311736583710,0.493118792772,-0.590546965599,0.491903543472,-0.407577157021
684,684,1413393920.205760478973,1413393920.205760478973,2,1,1,0,0,0,189,0,0,0,-1,1201,442,442,0,875,0.728559533722,442,1.628313578247,3.627235724737,1.861116558976,6.350678733032,0.666666666667,0,2190,12,nan,nan,0,5.570830000000,0.068747000000,3.312053680420,-1.256046772003,-3.346463203430,0.496482819319,-0.591023683548,0.489834338427,-0.405287802219
685,685,1413393920.255760431290,1413393920.255760431290,2,1,1,0,0,0,189,0,0,0,-1,1202,700,700,0,822,0.683860232945,700,0.454342968156,2.902868084186,1.035501226433,4.364285714286,0.770833333333,1,2190,12,0.000129474836,0.049999952316,1,5.819552000000,0.103364000000,3.288222074509,-1.299010276794,-3.379838228226,0.499332189560,-0.590873301029,0.488583296537,-0.403512626886
686,686,1413393920.305760622025,1413393920.305760622025,2,1,1,0,0,0,189,0,0,0,-1,1205,477,477,0,813,0.674688796680,477,1.564925674636,3.603386798809,1.874597720149,6.348008385744,0.770833333333,0,2184,12,0.000240863621,0.050000190735,1,6.326802000000,0.075759000000,3.261563301086,-1.340517520905,-3.412897348404,0.502122819424,-0.591114819050,0.486265182495,-0.402494996786
687,687,1413393920.355760335922,1413393920.355760335922,2,1,1,0,0,0,190,0,0,0,-1,1203,446,446,0,808,0.671654197839,446,1.609318749206,3.889397868849,1.987370254731,5.899103139013,0.791666666667,0,2242,12,nan,nan,0,5.382335000000,0.059995000000,3.242999315262,-1.381549358368,-3.455037832260,0.505575895309,-0.590963721275,0.484319418669,-0.400736361742
688,688,1413393920.405760526657,1413393920.405760526657,2,1,1,0,0,0,190,0,0,0,-1,1201,730,730,0,840,0.699417152373,730,0.409893917641,3.160956431083,1.103590367837,4.230136986301,0.854166666667,1,2242,12,0.000176215399,0.050000190735,1,5.544622000000,0.110487000000,3.211488962173,-1.420961618423,-3.487555265427,0.510483145714,-0.593568682671,0.479360640049,-0.396606355906
689,689,1413393920.455760478973,1413393920.455760478973,2,1,1,0,0,0,190,0,0,0,-1,1204,444,444,0,801,0.665282392027,444,1.534531304857,3.629660085222,1.846901970994,6.011261261261,0.812500000000,0,2221,12,0.000133114489,0.049999952316,1,6.572124000000,0.074118000000,3.178125143051,-1.459227800369,-3.519271850586,0.516154766083,-0.597614526749,0.472347259521,-0.391572892666
690,690,1413393920.505760431290,1413393920.505760431290,2,1,1,0,0,0,191,0,0,0,-1,1207,452,452,0,799,0.661971830986,452,1.515866859365,3.526589755497,1.858536778731,5.519911504425,0.791666666667,0,2298,12,nan,nan,0,5.243159000000,0.062256000000,3.151716232300,-1.504633903503,-3.556863784790,0.522059261799,-0.600535333157,0.466228187084,-0.386578232050
691,691,1413393920.555760383606,1413393920.555760383606,2,1,1,0,0,0,191,0,0,0,-1,1207,721,721,0,791,0.655343827672,721,0.455001094186,2.886191605816,1.023802067305,4.049930651872,0.791666666667,1,2159,11,0.000049807637,0.049999952316,1,6.113928000000,0.092826000000,3.116731643677,-1.541695833206,-3.586402416229,0.526467621326,-0.602863550186,0.461295127869,-0.382876425982
692,692,1413393920.605760574341,1413393920.605760574341,2,1,1,0,0,0,191,0,0,0,-1,1205,454,454,0,737,0.611618257261,454,1.438101599650,3.810178015689,1.808370990752,5.814977973568,0.770833333333,0,2205,11,0.000081739483,0.050000190735,1,5.934035000000,0.074104000000,3.081670761108,-1.577744245529,-3.614786863327,0.530751943588,-0.603503108025,0.458105504513,-0.379770547152
693,693,1413393920.655760288239,1413393920.655760288239,2,1,1,0,0,0,192,0,0,0,-1,1204,441,441,0,729,0.605481727575,441,1.316780427679,3.609072342275,1.698088011831,5.430839002268,0.750000000000,0,2201,11,nan,nan,0,5.180747000000,0.088749000000,3.044342041016,-1.614493370056,-3.644889354706,0.534156620502,-0.603694021702,0.455655783415,-0.377634733915
694,694,1413393920.705760478973,1413393920.705760478973,2,1,1,0,0,0,192,0,0,0,-1,1204,677,677,0,728,0.604651162791,677,0.513249162837,2.673206552349,0.967906397019,4.202363367799,0.895833333333,1,2340,12,0.000081096179,0.050000190735,1,5.869307000000,0.100469000000,3.009950637817,-1.648719787598,-3.671745538712,0.536829292774,-0.603166103363,0.454590708017,-0.375968545675
695,695,1413393920.755760431290,1413393920.755760431290,2,1,1,0,0,0,192,0,0,0,-1,1204,470,470,0,718,0.596345514950,470,1.276233539480,3.118998266737,1.641700975306,6.042553191489,0.854166666667,0,2198,11,0.000133683439,0.049999952316,1,6.564805000000,0.137890000000,2.975852727890,-1.681750774384,-3.697925806046,0.538851559162,-0.601709365845,0.454570055008,-0.375434279442
696,696,1413393920.805760622025,1413393920.805760622025,2,1,1,0,0,0,193,0,0,0,-1,1204,439,439,0,659,0.547342192691,439,1.208628639505,3.514360338469,1.664547341083,6.207289293850,0.833333333333,0,2182,11,nan,nan,0,5.397660000000,0.059874000000,2.939661026001,-1.716572046280,-3.724035739899,0.540255665779,-0.601716876030,0.453032165766,-0.375263184309
697,697,1413393920.855760335922,1413393920.855760335922,2,1,1,0,0,0,193,0,0,0,-1,1202,421,421,0,693,0.576539101498,421,1.490606448473,3.312271924288,1.766134894204,6.268408551069,0.854166666667,0,2182,11,0.000129774184,0.049999713898,1,5.312664000000,0.079849000000,2.906298637390,-1.747557640076,-3.749788522720,0.542438209057,-0.600475549698,0.453507006168,-0.373525530100
698,698,1413393920.905760526657,1413393920.905760526657,2,1,1,0,0,0,193,0,0,0,-1,1203,660,660,0,707,0.587697423109,660,0.430012049756,2.691064460259,0.955916033108,4.459090909091,0.875000000000,1,2182,11,0.000149599000,0.050000190735,1,5.331202000000,0.162026000000,2.873024225235,-1.777275800705,-3.775980710983,0.546406328678,-0.601141452789,0.451409995556,-0.369185864925
699,699,1413393920.955760478973,1413393920.955760478973,2,1,1,0,0,0,193,0,0,0,-1,1204,444,444,0,725,0.602159468439,444,1.451365988895,3.242369272930,1.751921143671,6.403153153153,0.875000000000,0,2189,12,0.000119876495,0.049999952316,1,6.047595000000,0.074469000000,2.840311050415,-1.805642843246,-3.801840066910,0.550868630409,-0.602237343788,0.448353290558,-0.364462971687
700,700,1413393921.005760431290,1413393921.005760431290,2,1,1,0,0,0,194,0,0,0,-1,1204,414,414,0,738,0.612956810631,414,1.262748686409,3.211777117596,1.638599903302,6.374396135266,0.791666666667,0,2173,12,nan,nan,0,5.095811000000,0.061219000000,2.802320003510,-1.836107254028,-3.831518411636,0.555441379547,-0.605860710144,0.443149417639,-0.357821643353
701,701,1413393921.055760383606,1413393921.055760383606,2,1,1,0,0,0,194,0,0,0,-1,1205,366,366,0,726,0.602489626556,366,1.404135208689,3.317896374598,1.730865278044,6.243169398907,0.666666666667,0,2173,12,0.000170912710,0.049999952316,1,5.141307000000,0.071554000000,2.771193265915,-1.862132310867,-3.857872486115,0.561391353607,-0.609304308891,0.436980903149,-0.350193887949
702,702,1413393921.105760574341,1413393921.105760574341,2,1,1,0,0,0,194,0,0,0,-1,1207,641,641,0,684,0.566694283347,641,0.000461814757,2.300113031902,0.805869006415,4.188767550702,0.958333333333,1,2173,12,0.000155597110,0.050000190735,1,5.113572000000,0.091894000000,2.742151737213,-1.886693954468,-3.883250951767,0.566528141499,-0.612559020519,0.431009173393,-0.343581855297
703,703,1413393921.155760288239,1413393921.155760288239,2,1,1,0,0,0,194,0,0,0,-1,1206,442,442,0,711,0.589552238806,442,1.292461438484,2.922048554211,1.556867217647,5.764705882353,0.875000000000,0,2328,13,0.000181985699,0.049999713898,1,6.174240000000,0.068459000000,2.716191768646,-1.909716606140,-3.907113075256,0.569801032543,-0.614872455597,0.427091121674,-0.338898152113
704,704,1413393921.205760478973,1413393921.205760478973,2,1,1,0,0,0,195,0,0,0,-1,1205,425,425,0,702,0.582572614108,425,1.292510302974,3.081879242928,1.659370878760,5.216470588235,0.895833333333,0,2267,12,nan,nan,0,4.880522000000,0.065962000000,2.692307949066,-1.930804491043,-3.930081367493,0.573108136654,-0.615786790848,0.425345182419,-0.333819299936
705,705,1413393921.255760431290,1413393921.255760431290,2,1,1,0,0,0,195,0,0,0,-1,1204,401,401,0,667,0.553986710963,401,1.385482583989,3.130429868603,1.686459298213,5.256857855362,0.833333333333,0,2267,12,0.000170247309,0.049999952316,1,5.147964000000,0.074239000000,2.672653198242,-1.950651168823,-3.951599836349,0.575336575508,-0.616355836391,0.423711419106,-0.331001579762
706,706,1413393921.305760622025,1413393921.305760622025,2,1,1,0,0,0,195,0,0,0,-1,1208,388,388,0,650,0.538079470199,388,1.452200603244,3.399338530213,1.812324158937,5.221649484536,0.833333333333,0,2267,12,0.000178674207,0.050000190735,1,5.349447000000,0.068348000000,2.656823396683,-1.968809127808,-3.971850395203,0.576127111912,-0.617012500763,0.422880828381,-0.329461812973
707,707,1413393921.355760335922,1413393921.355760335922,2,1,1,0,0,0,195,0,0,0,-1,1206,356,356,0,651,0.539800995025,356,1.503852670413,3.606788750300,1.881242914835,5.269662921348,0.812500000000,0,2267,12,0.000098469012,0.049999713898,1,4.992578000000,0.110150000000,2.644525289536,-1.985025167465,-3.990812063217,0.576223969460,-0.618261098862,0.420747756958,-0.329682469368
708,708,1413393921.405760526657,1413393921.405760526657,2,1,1,0,0,0,195,0,0,0,-1,1208,337,337,0,664,0.549668874172,337,1.545076091571,3.485502732278,1.911911953451,5.448071216617,0.750000000000,0,2267,12,0.000122680227,0.050000190735,1,5.527036000000,0.075007000000,2.636139392853,-1.999709844589,-4.007999897003,0.574602901936,-0.618330955505,0.420856833458,-0.332231700420
709,709,1413393921.455760478973,1413393921.455760478973,2,1,1,0,0,0,195,0,0,0,-1,1207,333,333,0,672,0.556752278376,333,1.613652796426,4.002436897766,2.031368272707,5.657657657658,0.687500000000,0,2267,12,0.000071198592,0.049999952316,1,5.185727000000,0.054749000000,2.631567001343,-2.012887239456,-4.023142814636,0.570504426956,-0.616787135601,0.424096018076,-0.337995648384
710,710,1413393921.505760431290,1413393921.505760431290,2,1,1,0,0,0,195,0,0,0,-1,1203,315,315,0,687,0.571072319202,315,1.611007463453,3.977266903919,2.028223918569,5.812698412698,0.729166666667,0,2267,12,0.000104950479,0.049999952316,1,5.292320000000,0.049161000000,2.630084991455,-2.024627685547,-4.036954879761,0.566063761711,-0.613013088703,0.429626524448,-0.345264971256
711,711,1413393921.555760383606,1413393921.555760383606,2,1,1,0,0,0,195,0,0,0,-1,1203,323,323,0,670,0.556940980881,323,1.659711115328,4.270662793779,2.077716719337,5.733746130031,0.770833333333,0,2267,12,0.000069858135,0.049999952316,1,6.924981000000,0.059598000000,2.631093025208,-2.035204410553,-4.049880981445,0.560230791569,-0.608833909035,0.436202228069,-0.353822559118
712,712,1413393921.605760574341,1413393921.605760574341,2,1,1,0,0,0,195,0,0,0,-1,1206,609,609,0,636,0.527363184080,609,0.252948362626,3.028760063240,1.072651377155,4.060755336617,0.979166666667,1,2267,12,0.000109214438,0.050000190735,1,5.314328000000,0.091844000000,2.633436203003,-2.044772624969,-4.063078880310,0.555711567402,-0.604761362076,0.443031102419,-0.359404742718
713,713,1413393921.655760288239,1413393921.655760288239,2,1,1,0,0,0,195,0,0,0,-1,1202,452,452,0,634,0.527454242928,452,1.443096905867,3.851197940144,1.857404881086,5.641592920354,0.937500000000,0,2313,13,0.000112739668,0.049999713898,1,5.924179000000,0.077089000000,2.636279106140,-2.053014278412,-4.077346801758,0.552187085152,-0.602606773376,0.446573227644,-0.364042431116
714,714,1413393921.705760478973,1413393921.705760478973,2,1,1,0,0,0,196,0,0,0,-1,1204,453,453,0,652,0.541528239203,453,1.190839543660,3.060935792597,1.550051359249,5.675496688742,0.937500000000,0,2294,13,nan,nan,0,5.443238000000,0.061766000000,2.629438877106,-2.060429096222,-4.096506118774,0.549238204956,-0.601031243801,0.450104683638,-0.366748780012
715,715,1413393921.755760431290,1413393921.755760431290,2,1,1,0,0,0,196,0,0,0,-1,1204,434,434,0,664,0.551495016611,434,1.405877036053,3.436418835755,1.746465476252,5.705069124424,0.916666666667,0,2294,13,0.000049328060,0.049999952316,1,6.083935000000,0.063605000000,2.633096218109,-2.066562652588,-4.117271423340,0.546786904335,-0.600149750710,0.452477425337,-0.368928998709
716,716,1413393921.805760622025,1413393921.805760622025,2,1,1,0,0,0,196,0,0,0,-1,1207,441,441,0,634,0.525269262635,441,1.444415320806,3.402395937025,1.767081567565,5.929705215420,0.916666666667,0,2294,13,0.000107221720,0.050000190735,1,5.656458000000,0.070025000000,2.636879920959,-2.071648120880,-4.140646457672,0.544775485992,-0.598537981510,0.455368638039,-0.370959937572
717,717,1413393921.855760335922,1413393921.855760335922,2,1,1,0,0,0,196,0,0,0,-1,1211,446,446,0,654,0.540049545830,446,1.488857252038,3.664461049104,1.819252354508,5.894618834081,0.895833333333,0,2294,13,0.000145908474,0.049999713898,1,5.695583000000,0.068703000000,2.640968561172,-2.075787067413,-4.165799140930,0.542353689671,-0.596444964409,0.459042221308,-0.373344510794
718,718,1413393921.905760526657,1413393921.905760526657,2,1,1,0,0,0,196,0,0,0,-1,1207,411,411,0,673,0.557580778790,411,1.434321942364,3.390283710559,1.806641074573,6.153284671533,0.916666666667,0,2294,13,0.000176236834,0.050000190735,1,5.352295000000,0.060970000000,2.645378351212,-2.078752040863,-4.191962242126,0.537856757641,-0.593347907066,0.464429765940,-0.378091752529
719,719,1413393921.955760478973,1413393921.955760478973,2,1,1,0,0,0,196,0,0,0,-1,1207,428,428,0,685,0.567522783761,428,1.582498949006,3.648824696750,1.880670217494,6.112149532710,0.916666666667,0,2294,13,0.000184085089,0.049999952316,1,6.031378000000,0.088255000000,2.649566411972,-2.080728054047,-4.218399047852,0.533701419830,-0.589315772057,0.470734179020,-0.382464408875
720,720,1413393922.005760431290,1413393922.005760431290,2,1,1,0,0,0,196,0,0,0,-1,1204,410,410,0,675,0.560631229236,410,1.602487877516,3.818195879699,1.961986434142,6.131707317073,0.916666666667,0,2294,13,0.000177613387,0.049999952316,1,5.306029000000,0.077764000000,2.652570724487,-2.081563949585,-4.244832992554,0.530564308167,-0.587288200855,0.474212884903,-0.385637521744
721,721,1413393922.055760383606,1413393922.055760383606,2,1,1,0,0,0,196,0,0,0,-1,1208,378,378,0,689,0.570364238411,378,1.593091989463,3.891543691946,1.946167292630,6.357142857143,0.875000000000,0,2294,13,0.000164860627,0.049999952316,1,5.307838000000,0.077703000000,2.653808116913,-2.081439018250,-4.272738933563,0.531026840210,-0.588947653770,0.473221004009,-0.383683592081
722,722,1413393922.105760574341,1413393922.105760574341,2,1,1,0,0,0,196,0,0,0,-1,1202,667,667,0,713,0.593178036606,667,0.687682594224,3.316377578929,1.222874586424,4.301349325337,0.937500000000,1,2294,13,0.000171949883,0.050000190735,1,5.760901000000,0.108521000000,2.654064178467,-2.080123901367,-4.300794601440,0.532640874386,-0.591876149178,0.470521718264,-0.380244284868
723,723,1413393922.155760288239,1413393922.155760288239,2,1,1,0,0,0,196,0,0,0,-1,1210,397,397,0,740,0.611570247934,397,1.656811548126,3.670979239961,1.996542340764,6.098236775819,0.875000000000,0,2378,14,0.000101449768,0.049999713898,1,5.747037000000,0.059730000000,2.652984619141,-2.077414989471,-4.329278469086,0.536369323730,-0.596724569798,0.465125203133,-0.374013870955
724,724,1413393922.205760478973,1413393922.205760478973,2,1,1,0,0,0,197,0,0,0,-1,1205,410,410,0,734,0.609128630705,410,1.432769875854,3.098362862348,1.717594425395,5.602439024390,0.833333333333,0,2389,14,nan,nan,0,5.098999000000,0.065452000000,2.651752948761,-2.074217319489,-4.357069969177,0.542180120945,-0.605376422405,0.454599112272,-0.364554226398
725,725,1413393922.255760431290,1413393922.255760431290,2,1,1,0,0,0,197,0,0,0,-1,1208,636,636,0,733,0.606788079470,636,0.000483706137,3.014383524596,1.029603728387,3.787735849057,0.875000000000,1,2389,14,0.000080238860,0.049999952316,1,5.776696000000,0.113461000000,2.649572372437,-2.069620609283,-4.386220455170,0.547723472118,-0.612811565399,0.445616185665,-0.354805946350
726,726,1413393922.305760622025,1413393922.305760622025,2,1,1,0,0,0,197,0,0,0,-1,1205,442,442,0,704,0.584232365145,442,1.533786479900,3.611196635573,1.888251622353,5.233031674208,0.791666666667,0,2591,15,0.000090231028,0.050000190735,1,6.458176000000,0.074215000000,2.648426055908,-2.063992977142,-4.415194988251,0.552616655827,-0.621081531048,0.435007184744,-0.345892071724
727,727,1413393922.355760335922,1413393922.355760335922,2,1,1,0,0,0,198,0,0,0,-1,1200,432,432,0,741,0.617500000000,432,1.655007242123,3.077393490087,1.793059272756,5.321759259259,0.791666666667,0,2362,13,nan,nan,0,5.213600000000,0.084509000000,2.647713184357,-2.058523654938,-4.444602966309,0.556890726089,-0.628302574158,0.425393283367,-0.337859630585
728,728,1413393922.405760526657,1413393922.405760526657,2,1,1,0,0,0,198,0,0,0,-1,1207,373,373,0,694,0.574979287490,373,1.733681490515,3.498736624290,1.958502601841,5.262734584450,0.729166666667,0,2564,15,0.000031439253,0.050000190735,1,6.099994000000,0.058018000000,2.651521205902,-2.051886081696,-4.471524238586,0.559782445431,-0.634192049503,0.417773842812,-0.331525415182
729,729,1413393922.455760478973,1413393922.455760478973,2,1,1,0,0,0,198,0,0,0,-1,1202,608,608,0,637,0.529950083195,608,0.588438133878,3.022893567170,1.121537598473,3.901315789474,0.937500000000,1,2564,15,0.000053134168,0.049999952316,1,5.296987000000,0.081646000000,2.659405469894,-2.044585704803,-4.496379852295,0.558581650257,-0.640366911888,0.410154670477,-0.331194818020
730,730,1413393922.505760431290,1413393922.505760431290,2,1,1,0,0,0,198,0,0,0,-1,1204,427,427,0,594,0.493355481728,427,1.597746344107,3.485988322003,1.885728809053,5.793911007026,0.812500000000,0,2583,16,0.000032163669,0.049999952316,1,5.798650000000,0.071379000000,2.671690940857,-2.037290096283,-4.519285202026,0.553905963898,-0.644765734673,0.405304789543,-0.336442440748
731,731,1413393922.555760383606,1413393922.555760383606,2,1,1,0,0,0,199,0,0,0,-1,1203,390,390,0,648,0.538653366584,390,1.493689520151,3.358550929790,1.791849367569,5.661538461538,0.833333333333,0,2481,15,nan,nan,0,5.950761000000,0.067784000000,2.692771196365,-2.029020786285,-4.542389869690,0.546275377274,-0.647045850754,0.403943747282,-0.346041053534
732,732,1413393922.605760574341,1413393922.605760574341,2,1,1,0,0,0,199,0,0,0,-1,1207,380,380,0,677,0.560894780447,380,1.453443066861,3.253729698687,1.761513886492,5.889473684211,0.791666666667,0,2481,15,0.000021192292,0.050000190735,1,5.324385000000,0.064416000000,2.713490724564,-2.023159027100,-4.561724662781,0.537185251713,-0.647842645645,0.404544919729,-0.357876092196
733,733,1413393922.655760288239,1413393922.655760288239,2,1,1,0,0,0,199,0,0,0,-1,1205,374,374,0,634,0.526141078838,374,1.594857159599,3.450468566327,1.868804615583,6.045454545455,0.833333333333,0,2481,15,0.000050432991,0.049999713898,1,5.717136000000,0.062690000000,2.736988544464,-2.018995285034,-4.580665588379,0.529740333557,-0.648301601410,0.404816567898,-0.367700755596
734,734,1413393922.705760478973,1413393922.705760478973,2,1,1,0,0,0,199,0,0,0,-1,1208,351,351,0,582,0.481788079470,351,1.535840018707,3.278574016450,1.801568986533,5.831908831909,0.729166666667,0,2481,15,0.000064114094,0.050000190735,1,5.426244000000,0.060234000000,2.763028860092,-2.017115592957,-4.598931312561,0.523844122887,-0.647405743599,0.406818151474,-0.375435948372
735,735,1413393922.755760431290,1413393922.755760431290,2,1,1,0,0,0,199,0,0,0,-1,1205,577,577,0,571,0.473858921162,577,0.648970965469,2.997365000728,1.127417227625,4.261698440208,0.916666666667,1,2481,15,0.000038027985,0.049999952316,1,5.321971000000,0.082215000000,2.790698289871,-2.017309665680,-4.617119312286,0.521110534668,-0.646791040897,0.407108157873,-0.379958182573
736,736,1413393922.805760622025,1413393922.805760622025,2,1,1,0,0,0,199,0,0,0,-1,1211,448,448,0,588,0.485549132948,448,1.470706610689,3.648386416673,1.850471822485,5.816964285714,0.937500000000,0,2539,16,0.000070531241,0.050000190735,1,6.337891000000,0.078517000000,2.819640398026,-2.020043849945,-4.635210990906,0.521039068699,-0.646050930023,0.407670527697,-0.380711615086
737,737,1413393922.855760335922,1413393922.855760335922,2,1,1,0,0,0,200,0,0,0,-1,1204,424,424,0,599,0.497508305648,424,1.347305243396,3.369585936652,1.680058526856,6.132075471698,0.875000000000,0,2522,16,nan,nan,0,5.482539000000,0.069063000000,2.850104331970,-2.023670673370,-4.651413440704,0.524949431419,-0.645618855953,0.407915413380,-0.375778406858
738,738,1413393922.905760526657,1413393922.905760526657,2,1,1,0,0,0,200,0,0,0,-1,1207,373,373,0,589,0.487986743993,373,1.535284003070,3.396709695957,1.884296317895,6.211796246649,0.895833333333,0,2522,16,0.000149835847,0.050000190735,1,5.066586000000,0.084972000000,2.882021665573,-2.031269073486,-4.667726516724,0.530129730701,-0.645529270172,0.407435595989,-0.369121581316
739,739,1413393922.955760478973,1413393922.955760478973,2,1,1,0,0,0,200,0,0,0,-1,1205,351,351,0,603,0.500414937759,351,1.729475644860,3.599031245795,1.997092587571,6.133903133903,0.875000000000,0,2320,14,0.000218899644,0.049999952316,1,5.397690000000,0.055240000000,2.915945053101,-2.040853500366,-4.681274414062,0.536887228489,-0.644331336021,0.408605337143,-0.360042870045
740,740,1413393923.005760431290,1413393923.005760431290,2,1,1,0,0,0,200,0,0,0,-1,1201,577,577,0,580,0.482930890924,577,0.500361424628,3.195840158951,1.094869220358,4.227036395147,0.958333333333,1,2320,14,0.000197973888,0.049999952316,1,5.041502000000,0.123899000000,2.951650857925,-2.051865577698,-4.691604614258,0.544840514660,-0.642241537571,0.411345511675,-0.348524689674
741,741,1413393923.055760383606,1413393923.055760383606,2,1,1,0,0,0,200,0,0,0,-1,1206,393,393,0,555,0.460199004975,393,1.428332923480,3.909388673042,1.891166862985,6.366412213740,0.854166666667,0,2178,14,0.000182528165,0.049999952316,1,5.617547000000,0.076249000000,2.990027904510,-2.063342094421,-4.697830200195,0.551418125629,-0.640012621880,0.414281070232,-0.338663697243
