input_id,frame_id,ts,frame_ts,state,pose_valid,imu_initialized,map_id,reset_epoch,map_create_epoch,map_change_index,big_change_index,context_changed,last_reloc_id,last_init_id,n_kps,n_associated,n_inlier_observed,n_outlier_associated,n_depth_valid,depth_valid_fraction,n_reproj,reproj_median_px,reproj_p90_px,reproj_mean_px,mean_observations,inlier_grid_coverage,is_kf,n_local_mps,n_local_kfs,imu_rotation_residual_rad,imu_dt,imu_interval_valid,track_core_ms,logger_ms,px,py,pz,qx,qy,qz,qw
605,605,1413393916.255760431290,1413393916.255760431290,2,1,1,0,0,0,167,0,0,0,-1,1203,408,408,0,708,0.588528678304,408,1.468412212788,3.618901988983,1.822691286683,7.531862745098,0.812500000000,0,2007,13,0.000229526049,0.049999952316,1,5.224557000000,0.087324000000,-0.317790269852,-3.495822429657,1.506170272827,-0.465071290731,-0.647249281406,0.445021182299,0.408329874277
606,606,1413393916.305760622025,1413393916.305760622025,2,1,1,0,0,0,168,0,0,0,-1,1208,407,407,0,718,0.594370860927,407,1.438320775605,3.372024822245,1.768873815489,6.656019656020,0.770833333333,0,1927,12,nan,nan,0,4.885814000000,0.094597000000,-0.351032018661,-3.519525527954,1.516836166382,-0.472679346800,-0.641170203686,0.447298079729,0.406693339348
607,607,1413393916.355760335922,1413393916.355760335922,2,1,1,0,0,0,168,0,0,0,-1,1202,378,378,0,721,0.599833610649,378,1.478191855900,3.522432014494,1.807396012335,6.817460317460,0.833333333333,0,1927,12,0.000061554805,0.049999713898,1,4.877556000000,0.077171000000,-0.384182453156,-3.539233684540,1.525431871414,-0.482726693153,-0.634655356407,0.447666585445,0.404700100422
608,608,1413393916.405760526657,1413393916.405760526657,2,1,1,0,0,0,168,0,0,0,-1,1203,381,381,0,753,0.625935162095,381,1.455929463750,3.654662037179,1.908620461124,7.055118110236,0.791666666667,0,1927,12,0.000066499299,0.050000190735,1,4.546633000000,0.075231000000,-0.416759014130,-3.560067653656,1.534881472588,-0.494486808777,-0.628041148186,0.445470333099,0.403241097927
609,609,1413393916.455760478973,1413393916.455760478973,2,1,1,0,0,0,168,0,0,0,-1,1207,351,351,0,761,0.630488815244,351,1.647704295360,3.884796795018,2.094932051663,7.128205128205,0.854166666667,0,1927,12,0.000046953679,0.049999952316,1,4.976433000000,0.073659000000,-0.448908329010,-3.581434726715,1.545180320740,-0.506181120872,-0.620876729488,0.441195964813,0.404523164034
610,610,1413393916.505760431290,1413393916.505760431290,2,1,1,0,0,0,168,0,0,0,-1,1201,696,696,0,767,0.638634471274,696,0.000157458081,2.740950595288,0.920045703218,4.426724137931,0.812500000000,1,1927,12,0.000067407505,0.049999952316,1,4.767550000000,0.115806000000,-0.478861093521,-3.602997779846,1.556394100189,-0.519008338451,-0.612466931343,0.436257451773,0.406440764666
611,611,1413393916.555760383606,1413393916.555760383606,2,1,1,0,0,0,168,0,0,0,-1,1203,419,419,0,775,0.644222776392,419,1.425027638001,3.821046440368,1.896580577981,6.687350835322,0.812500000000,0,2117,13,0.000163188030,0.049999952316,1,6.151304000000,0.091482000000,-0.507309913635,-3.624272584915,1.567230463028,-0.531769454479,-0.603566884995,0.429056406021,0.410900145769
612,612,1413393916.605760574341,1413393916.605760574341,2,1,1,0,0,0,169,0,0,0,-1,1202,430,430,0,774,0.643926788686,430,1.523048233126,3.659107092195,1.867426135024,6.358139534884,0.770833333333,0,2102,13,nan,nan,0,5.009288000000,0.076378000000,-0.522640943527,-3.648680686951,1.578666687012,-0.546035408974,-0.594960570335,0.418307512999,0.415795892477
613,613,1413393916.655760288239,1413393916.655760288239,2,1,1,0,0,0,169,0,0,0,-1,1204,386,386,0,735,0.610465116279,386,1.630306248617,3.626233346995,1.954789758856,6.536269430052,0.729166666667,0,2102,13,0.000227955155,0.049999713898,1,5.302841000000,0.076546000000,-0.549084186554,-3.670600891113,1.590172767639,-0.561378002167,-0.585541129112,0.406778752804,0.420151710510
614,614,1413393916.705760478973,1413393916.705760478973,2,1,1,0,0,0,169,0,0,0,-1,1208,681,681,0,755,0.625000000000,681,0.204657306934,3.197399607608,1.107841259665,4.251101321586,0.750000000000,1,2102,13,0.000282052410,0.050000190735,1,5.409096000000,0.126615000000,-0.575654506683,-3.692775011063,1.602627158165,-0.577986717224,-0.575057685375,0.393965810537,0.424300611019
615,615,1413393916.755760431290,1413393916.755760431290,2,1,1,0,0,0,169,0,0,0,-1,1205,443,443,0,730,0.605809128631,443,1.726170831213,3.697083770576,2.007630882346,6.261851015801,0.729166666667,0,1936,12,0.000265972136,0.049999952316,1,5.890832000000,0.102208000000,-0.600578308105,-3.715074062347,1.614172458649,-0.593590319157,-0.563452899456,0.381487578154,0.429696083069
616,616,1413393916.805760622025,1413393916.805760622025,2,1,1,0,0,0,170,0,0,0,-1,1202,435,435,0,746,0.620632279534,435,1.604104067957,3.522040760451,1.890496095320,6.298850574713,0.625000000000,0,1924,12,nan,nan,0,4.784733000000,0.079927000000,-0.617272615433,-3.737582921982,1.620254158974,-0.607245147228,-0.549397170544,0.371834009886,0.437213450670
617,617,1413393916.855760335922,1413393916.855760335922,2,1,1,0,0,0,170,0,0,0,-1,1202,392,392,0,752,0.625623960067,392,1.661981984068,3.551738553240,1.932403781661,6.589285714286,0.583333333333,0,1924,12,0.000193313448,0.049999713898,1,5.075399000000,0.123711000000,-0.641556501389,-3.759438037872,1.630255699158,-0.619560718536,-0.534080207348,0.361854672432,0.447173386812
618,618,1413393916.905760526657,1413393916.905760526657,2,1,1,0,0,0,170,0,0,0,-1,1204,669,669,0,736,0.611295681063,669,0.122220638221,3.319844529918,1.156654119727,4.378176382661,0.625000000000,1,1924,12,0.000275896658,0.050000190735,1,5.474179000000,0.144574000000,-0.665716409683,-3.781567096710,1.640711069107,-0.632187604904,-0.516903400421,0.354310482740,0.455646604300
619,619,1413393916.955760478973,1413393916.955760478973,2,1,1,0,0,0,170,0,0,0,-1,1204,423,423,0,717,0.595514950166,423,1.797555898632,3.827025668741,2.112245787514,6.472813238771,0.625000000000,0,2058,13,0.000299720326,0.049999952316,1,5.679849000000,0.094981000000,-0.689838409424,-3.803572893143,1.651917099953,-0.645132899284,-0.498259007931,0.348169445992,0.462946683168
620,620,1413393917.005760431290,1413393917.005760431290,2,1,1,0,0,0,171,0,0,0,-1,1203,714,714,0,745,0.619285120532,714,0.582906325124,3.016556860230,1.143657594585,4.620448179272,0.645833333333,1,2041,13,nan,nan,0,5.014639000000,0.122489000000,-0.715509891510,-3.821937561035,1.666861534119,-0.658086657524,-0.476220637560,0.345642954111,0.469751983881
621,621,1413393917.055760383606,1413393917.055760383606,2,1,1,0,0,0,171,0,0,0,-1,1205,422,422,0,744,0.617427385892,422,1.845991434352,3.579487867473,2.077534493139,7.594786729858,0.645833333333,0,2194,14,0.000216733184,0.049999952316,1,6.045860000000,0.116168000000,-0.739442825317,-3.842506408691,1.679398179054,-0.670554459095,-0.454011917114,0.342715919018,0.476209759712
622,622,1413393917.105760574341,1413393917.105760574341,2,1,1,0,0,0,172,0,0,0,-1,1203,414,414,0,722,0.600166251039,414,1.853873317563,3.563640538652,2.016614525961,7.446859903382,0.645833333333,0,2177,14,nan,nan,0,5.043190000000,0.092683000000,-0.760990858078,-3.864186763763,1.694536924362,-0.682103216648,-0.432699620724,0.338290423155,0.482768952847
623,623,1413393917.155760288239,1413393917.155760288239,2,1,1,0,0,0,172,0,0,0,-1,1201,706,706,0,771,0.641965029142,706,0.322610110033,3.061112276256,1.067570666160,4.963172804533,0.750000000000,1,2177,14,0.000254257349,0.049999713898,1,5.900733000000,0.139744000000,-0.782963752747,-3.881645441055,1.707180500031,-0.692537009716,-0.412253409624,0.331838339567,0.490227550268
624,624,1413393917.205760478973,1413393917.205760478973,2,1,1,0,0,0,172,0,0,0,-1,1203,426,426,0,736,0.611803823774,426,1.832734661775,3.933787522942,2.074114541298,7.366197183099,0.750000000000,0,2312,15,0.000249110773,0.050000190735,1,5.776740000000,0.082387000000,-0.803380250931,-3.897442102432,1.720146894455,-0.702781260014,-0.392660647631,0.324152112007,0.496831625700
625,625,1413393917.255760431290,1413393917.255760431290,2,1,1,0,0,0,173,0,0,0,-1,1201,418,418,0,742,0.617818484596,418,1.658085834229,3.560946635523,1.950997894457,7.200956937799,0.729166666667,0,2302,15,nan,nan,0,5.574691000000,0.082969000000,-0.820309162140,-3.917325735092,1.737926006317,-0.714366137981,-0.374083220959,0.315692096949,0.500081360340
626,626,1413393917.305760622025,1413393917.305760622025,2,1,1,0,0,0,173,0,0,0,-1,1205,383,383,0,777,0.644813278008,383,1.899303325181,4.177655039888,2.143650472891,6.783289817232,0.604166666667,0,2302,15,0.000199710761,0.050000190735,1,4.952238000000,0.074619000000,-0.836311340332,-3.930073499680,1.750159263611,-0.726080656052,-0.358091861010,0.303561419249,0.502421736717
627,627,1413393917.355760335922,1413393917.355760335922,2,1,1,0,0,0,173,0,0,0,-1,1202,712,712,0,792,0.658901830283,712,0.000330098078,2.975298474325,1.035535186593,4.297752808989,0.812500000000,1,2302,15,0.000214301617,0.049999713898,1,4.886037000000,0.116858000000,-0.850280880928,-3.940880537033,1.761561393738,-0.737782180309,-0.342241883278,0.290476888418,0.504154026508
628,628,1413393917.405760526657,1413393917.405760526657,2,1,1,0,0,0,173,0,0,0,-1,1202,471,471,0,740,0.615640599002,471,1.696983526862,3.693813980363,1.935687546118,6.125265392781,0.708333333333,0,2427,16,0.000250357698,0.050000190735,1,6.318021000000,0.098667000000,-0.862739920616,-3.949609279633,1.771607637405,-0.749161720276,-0.324182689190,0.278918743134,0.505832731724
629,629,1413393917.455760478973,1413393917.455760478973,2,1,1,0,0,0,174,0,0,0,-1,1200,402,402,0,788,0.656666666667,402,1.732424765518,3.724822135525,2.020516073779,5.786069651741,0.604166666667,0,2333,15,nan,nan,0,4.680716000000,0.106050000000,-0.882548809052,-3.964833736420,1.781928777695,-0.760582685471,-0.306403338909,0.264801323414,0.507455766201
630,630,1413393917.505760431290,1413393917.505760431290,2,1,1,0,0,0,174,0,0,0,-1,1201,380,380,0,799,0.665278934221,380,1.712085016029,3.510083004608,1.962978704743,5.471052631579,0.604166666667,0,2333,15,0.000189243452,0.049999952316,1,5.142771000000,0.094354000000,-0.892482399940,-3.969092607498,1.786791324615,-0.770577371120,-0.288407981396,0.250321984291,0.510264933109
631,631,1413393917.555760383606,1413393917.555760383606,2,1,1,0,0,0,174,0,0,0,-1,1200,718,718,0,781,0.650833333333,718,0.000167846680,2.653076356594,0.887141102279,3.389972144847,0.729166666667,1,2333,15,0.000221405717,0.049999952316,1,4.914261000000,0.126742000000,-0.900649785995,-3.971323490143,1.789285659790,-0.781023323536,-0.268765628338,0.236353099346,0.511766493320
632,632,1413393917.605760574341,1413393917.605760574341,2,1,1,0,0,0,174,0,0,0,-1,1200,444,444,0,831,0.692500000000,444,1.561778686820,3.556822717296,1.928839006082,5.094594594595,0.666666666667,0,2357,15,0.000254416023,0.050000190735,1,5.655174000000,0.093376000000,-0.907446742058,-3.970912933350,1.788908958435,-0.789879202843,-0.250968307257,0.218613058329,0.515086531639
633,633,1413393917.655760288239,1413393917.655760288239,2,1,1,0,0,0,176,0,0,0,-1,1200,420,420,0,819,0.682500000000,420,1.616521653350,3.446262798381,1.899052487586,6.516666666667,0.687500000000,0,3537,27,nan,nan,0,5.872572000000,0.080895000000,-0.970581889153,-3.937071800232,1.731561422348,-0.799383521080,-0.229785948992,0.196219384670,0.519309580326
634,634,1413393917.705760478973,1413393917.705760478973,2,1,1,0,0,0,177,1,1,0,-1,1201,651,651,0,784,0.652789342215,651,0.733624763875,3.025951909854,1.145387788871,4.479262672811,0.729166666667,1,3537,27,nan,nan,0,6.132622000000,0.130248000000,-0.972432494164,-3.932311773300,1.733688116074,0.804817795753,0.212910488248,-0.176219418645,-0.525246739388
635,635,1413393917.755760431290,1413393917.755760431290,2,1,1,0,0,0,177,1,0,0,-1,1204,385,385,0,830,0.689368770764,385,1.779559467014,3.863171002635,2.084017852496,8.036363636364,0.729166666667,0,3551,28,0.000149209503,0.049999952316,1,6.700330000000,0.087505000000,-0.976505875587,-3.924062728882,1.727468252182,0.807786226273,0.194463491440,-0.157091706991,-0.533842265606
636,636,1413393917.805760622025,1413393917.805760622025,2,1,1,0,0,0,178,1,0,0,-1,1200,682,682,0,787,0.655833333333,682,0.733984796532,2.919950855980,1.173861258935,4.920821114370,0.791666666667,1,3426,26,nan,nan,0,6.378348000000,0.123194000000,-0.960541665554,-3.924894332886,1.726901531219,0.808148860931,0.176367059350,-0.138639837503,-0.544581532478
637,637,1413393917.855760335922,1413393917.855760335922,2,1,1,0,0,0,178,1,0,0,-1,1201,439,439,0,764,0.636136552873,439,1.656157457549,3.285644407715,1.905139201787,8.036446469248,0.833333333333,0,3454,27,0.000175607507,0.049999713898,1,6.937713000000,0.112278000000,-0.964242637157,-3.912916421890,1.721584320068,0.807869255543,0.155127540231,-0.123326271772,-0.555043637753
638,638,1413393917.905760526657,1413393917.905760526657,2,1,1,0,0,0,180,1,0,0,-1,1201,424,424,0,843,0.701915070774,424,1.685609245507,3.333416961320,1.900229534909,7.101415094340,0.750000000000,0,3261,25,nan,nan,0,5.938006000000,0.094565000000,-0.958017349243,-3.911802053452,1.729106903076,0.808719038963,0.132516562939,-0.110477596521,-0.562323451042
639,639,1413393917.955760478973,1413393917.955760478973,2,1,1,0,0,0,181,2,1,0,-1,1202,405,405,0,900,0.748752079867,405,1.825792216867,3.895356561061,2.087901427461,7.333333333333,0.687500000000,0,3261,25,nan,nan,0,5.741008000000,0.093727000000,-0.612186908722,-3.793914556503,1.565272808075,0.809006571770,0.123717382550,-0.108240731061,-0.564345955849
640,640,1413393918.005760431290,1413393918.005760431290,2,1,1,0,0,0,181,2,0,0,-1,1204,701,701,0,838,0.696013289037,701,0.599441653972,3.124817450228,1.142557723331,4.977175463623,0.750000000000,1,3261,25,0.000204759403,0.049999952316,1,6.601674000000,0.110946000000,-0.613208770752,-3.780300855637,1.562513113022,0.811004459858,0.100683301687,-0.097433164716,-0.568015336990
641,641,1413393918.055760383606,1413393918.055760383606,2,1,1,0,0,0,181,2,0,0,-1,1203,481,481,0,849,0.705735660848,481,1.785813138750,3.669513976257,2.000501577452,7.964656964657,0.708333333333,0,3314,26,0.000302794972,0.049999952316,1,6.841694000000,0.092225000000,-0.612889647484,-3.766366720200,1.560554265976,0.813107252121,0.078081227839,-0.086798436940,-0.570285916328
642,642,1413393918.105760574341,1413393918.105760574341,2,1,1,0,0,0,182,2,0,0,-1,1203,461,461,0,876,0.728179551122,461,1.575294035096,3.231489833747,1.769022690984,7.201735357918,0.708333333333,0,3140,24,nan,nan,0,5.970328000000,0.091447000000,-0.614170491695,-3.758574247360,1.571364879608,0.815578937531,0.055951356888,-0.075658828020,-0.570943295956
643,643,1413393918.155760288239,1413393918.155760288239,2,1,1,0,0,0,182,2,0,0,-1,1203,462,462,0,883,0.733998337490,462,1.579253574422,3.133814870085,1.813503529315,7.101731601732,0.708333333333,0,3479,28,0.000258446729,0.049999713898,1,6.412282000000,0.106097000000,-0.611789703369,-3.743565320969,1.569809675217,0.817964613438,0.034639906138,-0.064506843686,-0.570589959621
644,644,1413393918.205760478973,1413393918.205760478973,2,1,1,0,0,0,182,2,0,0,-1,1203,745,745,0,856,0.711554447215,745,0.723042070167,2.610461642812,1.051344032265,5.048322147651,0.854166666667,1,3399,28,0.000223617724,0.050000190735,1,6.704991000000,0.123973000000,-0.607811987400,-3.728107452393,1.569108247757,0.820500195026,0.011854684912,-0.055742930621,-0.568798422813
645,645,1413393918.255760431290,1413393918.255760431290,2,1,1,0,0,0,182,2,0,0,-1,1201,515,515,0,844,0.702747710241,515,1.522070648103,3.201383014593,1.774444593313,7.840776699029,0.750000000000,0,3482,29,0.000243175702,0.049999952316,1,7.672821000000,0.120082000000,-0.601679682732,-3.711598396301,1.568178415298,0.822123706341,-0.008086681366,-0.043428320438,-0.567592561245
646,646,1413393918.305760622025,1413393918.305760622025,2,1,1,0,0,0,183,2,0,0,-1,1202,509,509,0,792,0.658901830283,509,1.511436807292,3.338880325433,1.790568729645,7.117878192534,0.729166666667,0,3374,27,nan,nan,0,6.968471000000,0.097219000000,-0.597817659378,-3.691894292831,1.572836160660,0.823337674141,-0.029527813196,-0.032318715006,-0.565861105919
647,647,1413393918.355760335922,1413393918.355760335922,2,1,1,0,0,0,183,2,0,0,-1,1203,444,444,0,828,0.688279301746,444,1.498473000287,3.350997511554,1.813318690488,7.018018018018,0.708333333333,0,3467,30,0.000182447155,0.049999713898,1,6.212187000000,0.944991000000,-0.587073147297,-3.673072099686,1.573211431503,0.823442876339,-0.050020270050,-0.020541504025,-0.564816653728
648,648,1413393918.405760526657,1413393918.405760526657,2,1,1,0,0,0,183,2,0,0,-1,1202,740,740,0,793,0.659733777038,740,0.522393384910,2.752896900616,1.056116125321,4.559459459459,0.833333333333,1,3467,30,0.000196579698,0.050000190735,1,5.970579000000,0.130364000000,-0.573636949062,-3.653574466705,1.573994159698,0.823177158833,-0.070007890463,-0.007915718481,-0.563396573067
649,649,1413393918.455760478973,1413393918.455760478973,2,1,1,0,0,0,183,2,0,0,-1,1203,499,499,0,772,0.641729010806,499,1.510548137144,3.685095482950,1.840749329377,7.000000000000,0.750000000000,0,2923,24,0.000202674724,0.049999952316,1,6.495186000000,0.093017000000,-0.557332277298,-3.633380889893,1.575142860413,0.822550654411,-0.089977830648,0.005788069684,-0.561498880386
650,650,1413393918.505760431290,1413393918.505760431290,2,1,1,0,0,0,184,2,0,0,-1,1201,437,437,0,790,0.657785179017,437,1.423911865673,3.409741007608,1.752503585655,6.427917620137,0.729166666667,0,2859,22,nan,nan,0,5.268768000000,0.081249000000,-0.538575530052,-3.613773584366,1.582977056503,0.821362555027,-0.110847838223,0.019327191636,-0.559198439121
651,651,1413393918.555760383606,1413393918.555760383606,2,1,1,0,0,0,184,2,0,0,-1,1202,692,692,0,753,0.626455906822,692,0.595227322313,2.801705845354,1.066325691793,4.377167630058,0.854166666667,1,2859,22,0.000223926443,0.049999952316,1,6.675323000000,0.125672000000,-0.516498506069,-3.591661930084,1.585976362228,0.819370388985,-0.132435128093,0.032778192312,-0.556793212891
652,652,1413393918.605760574341,1413393918.605760574341,2,1,1,0,0,0,184,2,0,0,-1,1202,449,449,0,722,0.600665557404,449,1.666144281375,3.789743243763,1.963770841930,6.064587973274,0.750000000000,0,3940,26,0.000196038207,0.050000190735,1,7.817729000000,0.116184000000,-0.491115987301,-3.568721532822,1.589841842651,0.814936876297,-0.154050827026,0.048109490424,-0.556625306606
653,653,1413393918.655760288239,1413393918.655760288239,2,1,1,0,0,0,185,2,0,0,-1,1203,527,527,0,487,0.404821280133,527,1.029818124637,3.208544682066,1.347778215069,4.977229601518,0.791666666667,1,3922,26,nan,nan,0,5.338005000000,0.106856000000,-0.457194209099,-3.545260667801,1.595618247986,0.808597564697,-0.174758329988,0.065329767764,-0.557997763157
654,654,1413393918.705760478973,1413393918.705760478973,2,1,1,0,0,0,185,2,0,0,-1,1203,358,358,0,682,0.566916043225,358,1.812149002812,3.674710219669,2.117303177229,7.256983240223,0.729166666667,0,3950,27,0.000058385736,0.050000190735,1,6.253849000000,0.098389000000,-0.425262033939,-3.521445751190,1.600479364395,0.800435900688,-0.197845384479,0.080738261342,-0.560036599636
655,655,1413393918.755760431290,1413393918.755760431290,2,1,1,0,0,0,186,2,0,0,-1,1201,623,623,0,699,0.582014987510,623,0.545800805958,3.305147165374,1.181127142918,4.552166934189,0.750000000000,1,2642,22,nan,nan,0,5.381953000000,0.119375000000,-0.392459005117,-3.496042013168,1.603429079056,0.792347669601,-0.223155409098,0.094853028655,-0.559812307358
656,656,1413393918.805760622025,1413393918.805760622025,2,1,1,0,0,0,186,2,0,0,-1,1202,355,355,0,659,0.548252911814,355,1.949531778493,3.998707968900,2.212727705307,5.890140845070,0.666666666667,0,3690,26,0.000235263593,0.050000190735,1,6.238334000000,0.104136000000,-0.355267405510,-3.473458766937,1.608104467392,0.781544029713,-0.249733448029,0.108795017004,-0.561236083508
657,657,1413393918.855760335922,1413393918.855760335922,2,1,1,0,0,0,187,2,0,0,-1,1201,627,627,0,690,0.574521232306,627,0.492360903832,3.394610860811,1.174724827004,4.098883572568,0.666666666667,1,3766,28,nan,nan,0,5.659540000000,0.107207000000,-0.308742791414,-3.449149131775,1.610753297806,0.768216550350,-0.278212189674,0.121442787349,-0.563642680645
658,658,1413393918.905760526657,1413393918.905760526657,2,1,1,0,0,0,187,2,0,0,-1,1201,319,319,0,705,0.587010824313,319,1.957830517607,4.356998570734,2.351134932289,5.974921630094,0.625000000000,0,3776,26,0.000093404728,0.050000190735,1,6.589692000000,0.077109000000,-0.264452308416,-3.429364681244,1.615606546402,0.752770781517,-0.302968174219,0.141130372882,-0.567123234272
659,659,1413393918.955760478973,1413393918.955760478973,2,1,1,0,0,0,188,2,0,0,-1,1203,545,545,0,568,0.472152950956,545,0.230738693893,3.098869649587,1.144854637671,4.168807339450,0.625000000000,1,3855,28,nan,nan,0,5.439957000000,0.090290000000,-0.219016432762,-3.417155027390,1.621687889099,0.737326204777,-0.325246006250,0.163961574435,-0.568930327892
660,660,1413393919.005760431290,1413393919.005760431290,2,1,1,0,0,0,188,2,0,0,-1,1203,301,301,0,665,0.552784704904,301,2.081700182389,4.663152510482,2.463332088945,6.089700996678,0.625000000000,0,3629,26,0.000088640227,0.049999952316,1,5.942464000000,0.076272000000,-0.170566737652,-3.403776168823,1.625816822052,0.722294807434,-0.345771074295,0.189078509808,-0.568314969540
661,661,1413393919.055760383606,1413393919.055760383606,2,1,1,0,0,0,189,2,0,0,-1,1203,608,608,0,686,0.570241064007,608,0.000068239379,3.379923269794,0.983838113846,3.353618421053,0.729166666667,1,3620,26,nan,nan,0,5.914408000000,0.108622000000,-0.121885776520,-3.392343044281,1.629129648209,0.707010507584,-0.366581201553,0.213699981570,-0.565762042999
662,662,1413393919.105760574341,1413393919.105760574341,2,1,1,0,0,0,189,2,0,0,-1,1201,320,320,0,669,0.557035803497,320,1.878685058490,4.350700136700,2.325513459141,4.321875000000,0.645833333333,0,3786,27,0.000190553081,0.050000190735,1,6.209457000000,0.078393000000,-0.071748495102,-3.385532379150,1.633469104767,0.692303478718,-0.386240303516,0.237863689661,-0.561208784580
663,663,1413393919.155760288239,1413393919.155760288239,2,1,1,0,0,0,190,2,0,0,-1,1202,334,334,0,715,0.594841930116,334,1.865295845682,3.724623704982,2.080903140430,4.362275449102,0.625000000000,0,3556,22,nan,nan,0,4.985606000000,0.089315000000,-0.017976999283,-3.380930662155,1.639178276062,0.677452147007,-0.407198995352,0.258450388908,-0.555383622646
664,664,1413393919.205760478973,1413393919.205760478973,2,1,1,0,0,0,190,2,0,0,-1,1202,591,591,0,687,0.571547420965,591,0.000093128629,3.048210160227,0.977075887651,3.045685279188,0.583333333333,1,3662,22,0.000068967973,0.050000190735,1,5.574688000000,0.104155000000,0.031499028206,-3.380719184875,1.644548654556,0.660346865654,-0.426868379116,0.278719365597,-0.551399111748
665,665,1413393919.255760431290,1413393919.255760431290,2,1,1,0,0,0,190,2,0,0,-1,1200,368,368,0,721,0.600833333333,368,1.746621334097,4.077925583797,2.066747937213,4.524456521739,0.541666666667,0,3838,23,0.000042869662,0.049999952316,1,6.177613000000,0.089492000000,0.079788446426,-3.384082555771,1.650110006332,0.642555892467,-0.445604413748,0.298123121262,-0.547431528568
666,666,1413393919.305760622025,1413393919.305760622025,2,1,1,0,0,0,191,2,0,0,-1,1201,330,330,0,763,0.635303913405,330,2.036417066443,4.113595341450,2.248189435833,4.739393939394,0.541666666667,0,3896,25,nan,nan,0,5.318938000000,0.067260000000,0.126569509506,-3.392573356628,1.662469029427,0.622009873390,-0.462852776051,0.317425757647,-0.545996248722
667,667,1413393919.355760335922,1413393919.355760335922,2,1,1,0,0,0,191,2,0,0,-1,1196,676,676,0,769,0.642976588629,676,0.000068239379,2.975923695404,0.895301093333,3.085798816568,0.666666666667,1,4120,28,0.000005731330,0.049999713898,1,6.472344000000,0.143806000000,0.170515060425,-3.402888536453,1.667129278183,0.601640045643,-0.478946864605,0.334386765957,-0.544816136360
668,668,1413393919.405760526657,1413393919.405760526657,2,1,1,0,0,0,191,2,0,0,-1,1162,347,347,0,769,0.661790017212,347,1.687432260514,3.815570997453,2.058618189733,4.455331412104,0.541666666667,0,4079,26,0.000065172178,0.050000190735,1,6.187076000000,0.075197000000,0.210624575615,-3.416751623154,1.669702649117,0.581344366074,-0.494559258223,0.347867757082,-0.544461071491
669,669,1413393919.455760478973,1413393919.455760478973,2,1,1,0,0,0,192,2,0,0,-1,1143,678,678,0,741,0.648293963255,678,0.000152587891,2.770462198412,0.899442332373,3.262536873156,0.645833333333,1,4146,28,nan,nan,0,5.603580000000,0.119116000000,0.247215867043,-3.436321496964,1.672256112099,0.564858317375,-0.511190533638,0.355581641197,-0.541462004185
670,670,1413393919.505760431290,1413393919.505760431290,2,1,1,0,0,0,192,2,0,0,-1,1116,384,384,0,762,0.682795698925,384,1.665269023397,3.464193127644,1.900102591714,4.934895833333,0.583333333333,0,4381,32,0.000016759901,0.049999952316,1,6.529959000000,0.107646000000,0.281120777130,-3.457530736923,1.669223070145,0.552037060261,-0.526916980743,0.361589163542,-0.535599589348
671,671,1413393919.555760383606,1413393919.555760383606,2,1,1,0,0,0,193,2,0,0,-1,1137,386,386,0,783,0.688654353562,386,1.677516496585,3.541736473980,1.941035150052,5.269430051813,0.625000000000,0,4149,28,nan,nan,0,5.690827000000,0.073765000000,0.309342145920,-3.486232757568,1.665780186653,0.540365934372,-0.542347609997,0.365860193968,-0.529159843922
672,672,1413393919.605760574341,1413393919.605760574341,2,1,1,0,0,0,193,2,0,0,-1,1136,352,352,0,814,0.716549295775,352,1.714591161714,3.735006240276,2.004548561777,5.264204545455,0.541666666667,0,4361,32,0.000043538828,0.050000190735,1,5.940554000000,0.074975000000,0.336244225502,-3.516103029251,1.657914400101,0.530626535416,-0.556081414223,0.370612740517,-0.521397233009
673,673,1413393919.655760288239,1413393919.655760288239,2,1,1,0,0,0,193,2,0,0,-1,1140,708,708,0,796,0.698245614035,708,0.000086316746,2.805618169714,0.922522542633,3.399717514124,0.687500000000,1,4210,31,0.000074467665,0.049999713898,1,5.985389000000,0.117872000000,0.360274672508,-3.550048828125,1.647862195969,0.521834135056,-0.566209733486,0.377991348505,-0.514021575451
674,674,1413393919.705760478973,1413393919.705760478973,2,1,1,0,0,0,193,2,0,0,-1,1098,414,414,0,737,0.671220400729,414,1.604839186962,3.473117638019,1.829827839241,5.509661835749,0.583333333333,0,4242,32,0.000073805117,0.050000190735,1,6.731297000000,0.120615000000,0.381717324257,-3.587630271912,1.636046648026,0.514758050442,-0.572575926781,0.386590242386,-0.507670104504
675,675,1413393919.755760431290,1413393919.755760431290,2,1,1,0,0,0,194,2,0,0,-1,1035,669,669,0,738,0.713043478261,669,0.578965352984,2.580395331710,0.976130822861,3.796711509716,0.729166666667,1,4311,33,nan,nan,0,5.492752000000,0.112447000000,0.401432633400,-3.629117965698,1.622141599655,0.510557293892,-0.573040187359,0.400452256203,-0.500593841076
676,676,1413393919.805760622025,1413393919.805760622025,2,1,1,0,0,0,194,2,0,0,-1,972,388,388,0,674,0.693415637860,388,1.581687531883,3.431106853965,1.787763667044,5.922680412371,0.583333333333,0,4424,34,0.000139788943,0.050000190735,1,5.926181000000,0.096708000000,0.416901111603,-3.673755645752,1.607143282890,0.508588612080,-0.569565415382,0.416826277971,-0.493141829967
