input_id,start_ts,end_ts,pair_valid,imu_initialized,imu_ba1,imu_ba2,map_id,reset_epoch,map_create_epoch,dx,dy,dz,qx,qy,qz,qw
463,1413393908.155760288239,1413393909.155760288239,1,1,1,1,0,0,0,-0.053214788437,0.175282955170,-0.288851112127,-0.001279095421,0.018059123307,0.001196443918,0.999835431576
464,1413393908.205760478973,1413393909.205760478973,1,1,1,1,0,0,0,-0.038247346878,0.150168776512,-0.310263514519,0.000742638775,0.019940618426,-0.000396314339,0.999800860882
465,1413393908.255760431290,1413393909.255760431290,1,1,1,1,0,0,0,-0.027998924255,0.131766557693,-0.330035358667,0.003128447104,0.022250633687,-0.001938913250,0.999745666981
466,1413393908.305760622025,1413393909.305760622025,1,1,1,1,0,0,0,-0.013946771622,0.111491084099,-0.350159585476,-0.000250028854,0.024392709136,-0.003807038302,0.999695122242
467,1413393908.355760335922,1413393909.355760335922,1,1,1,1,0,0,0,-0.000493288040,0.092480897903,-0.369225084782,-0.009036106057,0.026664817706,-0.007135418244,0.999578177929
468,1413393908.405760526657,1413393909.405760526657,1,1,1,1,0,0,0,0.012108564377,0.079538464546,-0.385568916798,-0.012922743335,0.028553243726,-0.008588349447,0.999471843243
469,1413393908.455760478973,1413393909.455760478973,1,1,1,1,0,0,0,0.023509263992,0.072819709778,-0.400486230850,-0.013548385352,0.030019134283,-0.009864682332,0.999408841133
470,1413393908.505760431290,1413393909.505760431290,1,1,1,1,0,0,0,0.033841133118,0.070718407631,-0.414430588484,-0.011083620600,0.030756425112,-0.010108696297,0.999414384365
471,1413393908.555760383606,1413393909.555760383606,1,1,1,1,0,0,0,0.043075084686,0.073378562927,-0.427517265081,-0.010115639307,0.031058276072,-0.009315634146,0.999422967434
472,1413393908.605760574341,1413393909.605760574341,1,1,1,1,0,0,0,0.051435709000,0.080161690712,-0.439672827721,-0.012451410294,0.032768111676,-0.011925774626,0.999314248562
473,1413393908.655760288239,1413393909.655760288239,1,1,1,1,0,0,0,0.063240766525,0.093560099602,-0.450580298901,-0.016263417900,0.034973338246,-0.016869494691,0.999113500118
474,1413393908.705760478973,1413393909.705760478973,1,1,1,1,0,0,0,0.069083690643,0.104092776775,-0.459397137165,-0.023728050292,0.042551841587,-0.033721506596,0.998243033886
475,1413393908.755760431290,1413393909.755760431290,1,1,1,1,0,0,0,0.071610450745,0.116006314754,-0.471341043711,-0.034928895533,0.051467906684,-0.051649920642,0.996726334095
476,1413393908.805760622025,1413393909.805760622025,1,1,1,1,0,0,0,0.072965860367,0.124542951584,-0.476778686047,-0.048207141459,0.058751285076,-0.065167732537,0.994976222515
477,1413393908.855760335922,1413393909.855760335922,1,1,1,1,0,0,0,0.071016550064,0.136150062084,-0.479782789946,-0.065295532346,0.063112616539,-0.071318604052,0.993311107159
478,1413393908.905760526657,1413393909.905760526657,1,1,1,1,0,0,0,0.065584182739,0.158609211445,-0.482022315264,-0.081337526441,0.062478862703,-0.064228206873,0.992650628090
479,1413393908.955760478973,1413393909.955760478973,1,1,1,1,0,0,0,0.053480148315,0.187776803970,-0.475433856249,-0.089061938226,0.058557093143,-0.048229701817,0.993132948875
480,1413393909.005760431290,1413393910.005760431290,1,1,1,1,0,0,0,0.036681890488,0.222710907459,-0.462720155716,-0.092033535242,0.054829247296,-0.033286266029,0.993687987328
481,1413393909.055760383606,1413393910.055760383606,1,1,1,1,0,0,0,0.015568971634,0.257573246956,-0.444896757603,-0.094341680408,0.050104930997,-0.018320880830,0.994109392166
482,1413393909.105760574341,1413393910.105760574341,1,1,1,1,0,0,0,-0.007680416107,0.287656903267,-0.422101080418,-0.094769641757,0.046343814582,-0.005192626733,0.994406402111
483,1413393909.155760288239,1413393910.155760288239,1,1,1,1,0,0,0,-0.025076627731,0.303282380104,-0.388340979815,-0.097297057509,0.042645536363,0.005535434000,0.994325935841
484,1413393909.205760478973,1413393910.205760478973,1,1,1,1,0,0,0,-0.048240900040,0.319626986980,-0.359265208244,-0.098547704518,0.040391474962,0.011901021004,0.994241058826
485,1413393909.255760431290,1413393910.255760431290,1,1,1,1,0,0,0,-0.071815967560,0.328061759472,-0.328357458115,-0.103149846196,0.039225105196,0.014922262169,0.993780136108
486,1413393909.305760622025,1413393910.305760622025,1,1,1,1,0,0,0,-0.094358205795,0.327831566334,-0.293675988913,-0.107379816473,0.037671279162,0.019203983247,0.993318498135
487,1413393909.355760335922,1413393910.355760335922,1,1,1,1,0,0,0,-0.115519762039,0.319451928139,-0.253961831331,-0.114927232265,0.035269968212,0.025619572029,0.992416977882
488,1413393909.405760526657,1413393910.405760526657,1,1,1,1,0,0,0,-0.133288860321,0.299642086029,-0.200095385313,-0.122826084495,0.031561177224,0.034547850490,0.991324424744
489,1413393909.455760478973,1413393910.455760478973,1,1,1,1,0,0,0,-0.151768445969,0.277114033699,-0.152238309383,0.126565396786,-0.027930269018,-0.044239889830,-0.990577578545
490,1413393909.505760431290,1413393910.505760431290,1,1,1,1,0,0,0,-0.167860269547,0.249994039536,-0.099255561829,0.130205944180,-0.024440703914,-0.050549734384,-0.989895880222
491,1413393909.555760383606,1413393910.555760383606,1,1,1,1,0,0,0,-0.181756258011,0.219247758389,-0.039096519351,0.128941595554,-0.020610021427,-0.055052340031,-0.989908397198
492,1413393909.605760574341,1413393910.605760574341,1,1,1,1,0,0,0,-0.193136453629,0.184171080589,0.027138650417,0.119489312172,-0.016273114830,-0.056480310857,-0.991094112396
493,1413393909.655760288239,1413393910.655760288239,1,1,1,1,0,0,0,-0.203873395920,0.142303884029,0.099659949541,0.102903731167,-0.011378185824,-0.056035295129,-0.993046581745
494,1413393909.705760478973,1413393910.705760478973,1,1,1,1,0,0,0,-0.204199790955,0.097443580627,0.177318066359,0.083690501750,-0.004379906226,-0.057993467897,-0.994793236256
495,1413393909.755760431290,1413393910.755760431290,1,1,1,1,0,0,0,-0.209786891937,0.049701392651,0.251579940319,0.061682857573,0.002382853068,-0.058146733791,-0.996397793293
496,1413393909.805760622025,1413393910.805760622025,1,1,1,1,0,0,0,-0.214448690414,0.002256453037,0.324941009283,0.043616916984,0.008583087474,-0.054349001497,-0.997532069683
497,1413393909.855760335922,1413393910.855760335922,1,1,1,1,0,0,0,-0.216773033142,-0.047700464725,0.399162828922,-0.026932919398,-0.015392357484,0.049834657460,0.998275637627
498,1413393909.905760526657,1413393910.905760526657,1,1,1,1,0,0,0,-0.217681169510,-0.100648999214,0.473273634911,-0.009183789603,-0.022244466469,0.044121600688,0.998736262321
499,1413393909.955760478973,1413393910.955760478973,1,1,1,1,0,0,0,-0.217948436737,-0.154907703400,0.554435968399,0.010559729300,-0.028664281592,0.037351910025,0.998835146427
500,1413393910.005760431290,1413393911.005760431290,1,1,1,1,0,0,0,-0.216418266296,-0.208110690117,0.626215159893,0.029047595337,-0.036009505391,0.031741045415,0.998424768448
501,1413393910.055760383606,1413393911.055760383606,1,1,1,1,0,0,0,-0.216250896454,-0.254107534885,0.688347160816,0.045929659158,-0.043170358986,0.026049729437,0.997671425343
502,1413393910.105760574341,1413393911.105760574341,1,1,1,1,0,0,0,-0.212346792221,-0.298482239246,0.757136404514,0.059151064605,-0.050735708326,0.019965371117,0.996758997440
503,1413393910.155760288239,1413393911.155760288239,1,1,1,1,0,0,0,-0.207194566727,-0.339402616024,0.823322653770,0.069459900260,-0.057755760849,0.013263290748,0.995823144913
504,1413393910.205760478973,1413393911.205760478973,1,1,1,1,0,0,0,-0.200701236725,-0.372158110142,0.888319015503,0.077367946506,-0.063357897103,0.007038763259,0.994962513447
505,1413393910.255760431290,1413393911.255760431290,1,1,1,1,0,0,0,-0.192480325699,-0.401221692562,0.950609862804,0.084053948522,-0.067941375077,0.002417820273,0.994139432907
506,1413393910.305760622025,1413393911.305760622025,1,1,1,1,0,0,0,-0.188531160355,-0.422181665897,1.002471566200,0.091126687825,-0.071356169879,-0.002060998930,0.993277370930
507,1413393910.355760335922,1413393911.355760335922,1,1,1,1,0,0,0,-0.178981065750,-0.448330879211,1.053198099136,0.107885509729,-0.072297766805,-0.010286455974,0.991477668285
508,1413393910.405760526657,1413393911.405760526657,1,1,1,1,0,0,0,-0.166848897934,-0.472543537617,1.100207805634,0.125982597470,-0.070382423699,-0.022400895134,0.989279031754
509,1413393910.455760478973,1413393911.455760478973,1,1,1,1,0,0,0,-0.153544664383,-0.485317587852,1.144830346107,-0.141450941563,0.067351207137,0.035674892366,-0.987006962299
510,1413393910.505760431290,1413393911.505760431290,1,1,1,1,0,0,0,-0.137647151947,-0.493058532476,1.184132337570,-0.153290212154,0.063217580318,0.046051234007,-0.985081195831
511,1413393910.555760383606,1413393911.555760383606,1,1,1,1,0,0,0,-0.120195388794,-0.496495693922,1.214745521545,-0.159357771277,0.057915981859,0.054151732475,-0.984031736851
512,1413393910.605760574341,1413393911.605760574341,1,1,1,1,0,0,0,-0.103217124939,-0.487760424614,1.232993483543,0.161347195506,-0.052897293121,-0.056996826082,0.983829498291
513,1413393910.655760288239,1413393911.655760288239,1,1,1,1,0,0,0,-0.084940433502,-0.473498582840,1.248998761177,0.161541998386,-0.048583127558,-0.057168994099,0.984009981155
514,1413393910.705760478973,1413393911.705760478973,1,1,1,1,0,0,0,-0.070735454559,-0.460440158844,1.258683323860,-0.155516311526,0.041772048920,0.060532093048,-0.985091745853
515,1413393910.755760431290,1413393911.755760431290,1,1,1,1,0,0,0,-0.053912401199,-0.435946464539,1.256922483444,-0.139207214117,0.035383295268,0.060287088156,-0.987792968750
516,1413393910.805760622025,1413393911.805760622025,1,1,1,1,0,0,0,-0.038893461227,-0.417685389519,1.243335008621,-0.120364733040,0.029192352667,0.058358218521,-0.990582883358
517,1413393910.855760335922,1413393911.855760335922,1,1,1,1,0,0,0,-0.024342536926,-0.403166353703,1.216860890388,0.099241256714,-0.022931396961,-0.053768876940,0.993345022202
518,1413393910.905760526657,1413393911.905760526657,1,1,1,1,0,0,0,-0.015017986298,-0.399832725525,1.191086173058,0.073737606406,-0.019303120673,-0.040525939316,0.996266961098
519,1413393910.955760478973,1413393911.955760478973,1,1,1,1,0,0,0,-0.005594968796,-0.381209433079,1.158584117889,0.042333535850,-0.017948841676,-0.021360203624,0.998713910580
520,1413393911.005760431290,1413393912.005760431290,1,1,1,1,0,0,0,0.003459453583,-0.377986550331,1.132416009903,0.008392826654,-0.014823144302,-0.003935662098,0.999847173691
521,1413393911.055760383606,1413393912.055760383606,1,1,1,1,0,0,0,0.013322830200,-0.380437076092,1.094191193581,-0.023363361135,-0.010204550810,0.011288862675,0.999611198902
522,1413393911.105760574341,1413393912.105760574341,1,1,1,1,0,0,0,0.024772167206,-0.401361942291,1.067050695419,-0.048010688275,-0.004110946320,0.021758101881,0.998601317406
523,1413393911.155760288239,1413393912.155760288239,1,1,1,1,0,0,0,0.034163713455,-0.426461100578,1.029845952988,-0.066665574908,0.002656739438,0.030280904844,0.997312247753
524,1413393911.205760478973,1413393912.205760478973,1,1,1,1,0,0,0,0.045866012573,-0.450747072697,0.993623673916,-0.081478729844,0.008228154853,0.037675794214,0.995928823948
525,1413393911.255760431290,1413393912.255760431290,1,1,1,1,0,0,0,0.053239583969,-0.485767960548,0.962946474552,-0.090830944479,0.013305095956,0.042290568352,0.994879007339
526,1413393911.305760622025,1413393912.305760622025,1,1,1,1,0,0,0,0.060853004456,-0.521630465984,0.939187765121,-0.097938276827,0.017910227180,0.046034213156,0.993965923786
527,1413393911.355760335922,1413393912.355760335922,1,1,1,1,0,0,0,0.067182540894,-0.545117497444,0.930872321129,-0.105663917959,0.021098777652,0.049766380340,0.992931663990
528,1413393911.405760526657,1413393912.405760526657,1,1,1,1,0,0,0,0.075978994370,-0.569706857204,0.924862146378,-0.107340961695,0.022521860898,0.053459271789,0.992528557777
529,1413393911.455760478973,1413393912.455760478973,1,1,1,1,0,0,0,0.087395191193,-0.595642924309,0.935782909393,-0.103901669383,0.024135120213,0.055782545358,0.992728710175
530,1413393911.505760431290,1413393912.505760431290,1,1,1,1,0,0,0,0.098920822144,-0.631243526936,0.944908618927,-0.094299286604,0.024379981682,0.056550931185,0.993637382984
531,1413393911.555760383606,1413393912.555760383606,1,1,1,1,0,0,0,0.110290765762,-0.669165790081,0.954645395279,-0.083814509213,0.022740200162,0.058761171997,0.994487404823
532,1413393911.605760574341,1413393912.605760574341,1,1,1,1,0,0,0,0.122946739197,-0.692905187607,0.961705446243,-0.076808907092,0.021243216470,0.058138269931,0.995122611523
533,1413393911.655760288239,1413393912.655760288239,1,1,1,1,0,0,0,0.138262510300,-0.710982978344,0.990515470505,-0.073055610061,0.019852215424,0.055229168385,0.995599627495
534,1413393911.705760478973,1413393912.705760478973,1,1,1,1,0,0,0,0.153708457947,-0.733901679516,1.017576813698,-0.065974548459,0.017372870818,0.052437465638,0.996291100979
535,1413393911.755760431290,1413393912.755760431290,1,1,1,1,0,0,0,0.168308973312,-0.767509758472,1.036239862442,-0.050161976367,0.014936899766,0.047275550663,0.997509837151
536,1413393911.805760622025,1413393912.805760622025,1,1,1,1,0,0,0,0.186976432800,-0.802395105362,1.047608971596,-0.031656637788,0.014376997948,0.042992569506,0.998470246792
537,1413393911.855760335922,1413393912.855760335922,1,1,1,1,0,0,0,0.206961154938,-0.843211293221,1.065689444542,-0.012950381264,0.015989299864,0.038576260209,0.999043881893
538,1413393911.905760526657,1413393912.905760526657,1,1,1,1,0,0,0,0.219332933426,-0.883984923363,1.079141259193,0.005804917309,0.021894348785,0.027803264558,0.999356806278
539,1413393911.955760478973,1413393912.955760478973,1,1,1,1,0,0,0,0.229047298431,-0.931294918060,1.090187668800,0.024918049574,0.030649639666,0.015377172269,0.999101221561
540,1413393912.005760431290,1413393913.005760431290,1,1,1,1,0,0,0,0.238212823868,-0.982795000076,1.085866451263,0.047101888806,0.039317887276,0.009618819691,0.998069703579
541,1413393912.055760383606,1413393913.055760383606,1,1,1,1,0,0,0,0.249120473862,-1.028711318970,1.086264252663,-0.069043330848,-0.047173220664,-0.009094162844,-0.996456205845
542,1413393912.105760574341,1413393913.105760574341,1,1,1,1,0,0,0,0.263274669647,-1.056723833084,1.091553092003,-0.087979011238,-0.055058088154,-0.013389581814,-0.994509458542
543,1413393912.155760288239,1413393913.155760288239,1,1,1,1,0,0,0,0.274169206619,-1.067604541779,1.098509550095,-0.108340322971,-0.062808535993,-0.021211355925,-0.991900980473
544,1413393912.205760478973,1413393913.205760478973,1,1,1,1,0,0,0,0.291771888733,-1.074959635735,1.111579656601,-0.124068409204,-0.071217589080,-0.030993254855,-0.989229321480
545,1413393912.255760431290,1413393913.255760431290,1,1,1,1,0,0,0,0.312524557114,-1.071627616882,1.126380205154,-0.134197279811,-0.079958945513,-0.044357530773,-0.986726939678
546,1413393912.305760622025,1413393913.305760622025,1,1,1,1,0,0,0,0.333117008209,-1.053070783615,1.144992709160,-0.139255300164,-0.090761564672,-0.055830527097,-0.984506666660
547,1413393912.355760335922,1413393913.355760335922,1,1,1,1,0,0,0,0.356562137604,-1.016219496727,1.168305873871,-0.135709434748,-0.103446424007,-0.066775977612,-0.983068108559
548,1413393912.405760526657,1413393913.405760526657,1,1,1,1,0,0,0,0.382055044174,-0.955142736435,1.199837803841,-0.127119287848,-0.117176026106,-0.078672572970,-0.981794893742
549,1413393912.455760478973,1413393913.455760478973,1,1,1,1,0,0,0,0.409948587418,-0.877602100372,1.232728481293,-0.114378005266,-0.132491603494,-0.090832956135,-0.980363786221
550,1413393912.505760431290,1413393913.505760431290,1,1,1,1,0,0,0,0.441746473312,-0.778911590576,1.252324819565,-0.101762659848,-0.150492489338,-0.100751489401,-0.978184819221
551,1413393912.555760383606,1413393913.555760383606,1,1,1,1,0,0,0,0.476742982864,-0.700467586517,1.264046788216,-0.093538388610,-0.171462267637,-0.106473080814,-0.974943459034
552,1413393912.605760574341,1413393913.605760574341,1,1,1,1,0,0,0,0.514923095703,-0.631114363670,1.262071609497,-0.088500902057,-0.193157553673,-0.111001089215,-0.970843255520
553,1413393912.655760288239,1413393913.655760288239,1,1,1,1,0,0,0,0.557361125946,-0.568581819534,1.252829790115,-0.085225865245,-0.216003209352,-0.115307942033,-0.965807080269
554,1413393912.705760478973,1413393913.705760478973,1,1,1,1,0,0,0,0.599734783173,-0.508505344391,1.233072042465,-0.080855861306,-0.238703906536,-0.118590898812,-0.960426509380
555,1413393912.755760431290,1413393913.755760431290,1,1,1,1,0,0,0,0.634872913361,-0.442860364914,1.196992397308,0.077719628811,0.260777771473,0.122797362506,0.954397916794
556,1413393912.805760622025,1413393913.805760622025,1,1,1,1,0,0,0,0.674181461334,-0.399392843246,1.163736820221,0.073128856719,0.280409902334,0.128140076995,0.948473811150
557,1413393912.855760335922,1413393913.855760335922,1,1,1,1,0,0,0,0.706791996956,-0.359542012215,1.123533487320,0.068738006055,0.297587543726,0.132982507348,0.942885100842
558,1413393912.905760526657,1413393913.905760526657,1,1,1,1,0,0,0,0.724549293518,-0.315616488457,1.070628404617,0.066760487854,0.311322361231,0.138851851225,0.937732219696
559,1413393912.955760478973,1413393913.955760478973,1,1,1,1,0,0,0,0.747637867928,-0.297340273857,1.021375417709,0.064387977123,0.324034780264,0.140175387263,0.933384478092
560,1413393913.005760431290,1413393914.005760431290,1,1,1,1,0,0,0,0.767766118050,-0.290781497955,0.968768358231,0.065958574414,0.337701559067,0.132005274296,0.929613828659
561,1413393913.055760383606,1413393914.055760383606,1,1,1,1,0,0,0,0.783393502235,-0.284772515297,0.912227392197,0.069806821644,0.350711256266,0.120483428240,0.926073670387
562,1413393913.105760574341,1413393914.105760574341,1,1,1,1,0,0,0,0.798975348473,-0.284736514091,0.856143236160,0.067980952561,0.363953769207,0.105205453932,0.922956228256
563,1413393913.155760288239,1413393914.155760288239,1,1,1,1,0,0,0,0.806195735931,-0.273476123810,0.791422605515,-0.059507865459,-0.376419872046,-0.087327167392,-0.920402646065
564,1413393913.205760478973,1413393914.205760478973,1,1,1,1,0,0,0,0.817395925522,-0.275136828423,0.736117362976,-0.043776169419,-0.387111812830,-0.073628619313,-0.918045103550
565,1413393913.255760431290,1413393914.255760431290,1,1,1,1,0,0,0,0.824332714081,-0.280773282051,0.680679798126,-0.032926648855,-0.395394891500,-0.062007039785,-0.915824115276
566,1413393913.305760622025,1413393914.305760622025,1,1,1,1,0,0,0,0.829494714737,-0.295197725296,0.627573490143,-0.024822611362,-0.401026964188,-0.055274426937,-0.914060175419
567,1413393913.355760335922,1413393914.355760335922,1,1,1,1,0,0,0,0.829469203949,-0.312690258026,0.569463729858,-0.021715402603,-0.404293984175,-0.052083417773,-0.912886798382
568,1413393913.405760526657,1413393914.405760526657,1,1,1,1,0,0,0,0.832502603531,-0.351854920387,0.535935401917,0.018885366619,0.406975567341,0.047579295933,0.912003576756
569,1413393913.455760478973,1413393914.455760478973,1,1,1,1,0,0,0,0.828508853912,-0.371339082718,0.490135908127,0.017953695729,0.406843006611,0.046406567097,0.912141919136
570,1413393913.505760431290,1413393914.505760431290,1,1,1,1,0,0,0,0.824080944061,-0.385585546494,0.451705217361,-0.013934364542,-0.404967039824,-0.045631010085,-0.913085639477
571,1413393913.555760383606,1413393914.555760383606,1,1,1,1,0,0,0,0.818748474121,-0.393918395042,0.420233726501,-0.011385430582,-0.400790959597,-0.046442974359,-0.914920866489
572,1413393913.605760574341,1413393914.605760574341,1,1,1,1,0,0,0,0.818153619766,-0.397217869759,0.393523931503,-0.008131247014,-0.395545363426,-0.048302549869,-0.917139470577
573,1413393913.655760288239,1413393914.655760288239,1,1,1,1,0,0,0,0.814542770386,-0.412331938744,0.381643533707,0.001940793474,0.389618337154,0.049340393394,0.919651806355
574,1413393913.705760478973,1413393914.705760478973,1,1,1,1,0,0,0,0.810117959976,-0.409023523331,0.360323667526,-0.003818200435,0.383309066296,0.054389212281,0.922009527683
575,1413393913.755760431290,1413393914.755760431290,1,1,1,1,0,0,0,0.805365800858,-0.405356049538,0.342239856720,-0.009160879999,0.376711696386,0.059885874391,0.924347400665
576,1413393913.805760622025,1413393914.805760622025,1,1,1,1,0,0,0,0.799506187439,-0.414604187012,0.333392858505,-0.015218877234,0.370576322079,0.064611956477,0.926427006721
577,1413393913.855760335922,1413393914.855760335922,1,1,1,1,0,0,0,0.795393466949,-0.412994444370,0.316214084625,-0.020952362567,0.364881753922,0.068970322609,0.928259432316
578,1413393913.905760526657,1413393914.905760526657,1,1,1,1,0,0,0,0.790847063065,-0.414597630501,0.301571011543,-0.027297383174,0.359785467386,0.065504081547,0.930332541466
579,1413393913.955760478973,1413393914.955760478973,1,1,1,1,0,0,0,0.787121295929,-0.417749106884,0.294892072678,-0.036905970424,0.353032380342,0.060883335769,0.932898402214
580,1413393914.005760431290,1413393915.005760431290,1,1,1,1,0,0,0,0.790940046310,-0.410272836685,0.306275844574,-0.053236227483,0.343554288149,0.058164738119,0.935816943645
581,1413393914.055760383606,1413393915.055760383606,1,1,1,1,0,0,0,0.789055824280,-0.400750279427,0.313704848289,-0.068504638970,0.331695348024,0.054666362703,0.939306616783
582,1413393914.105760574341,1413393915.105760574341,1,1,1,1,0,0,0,0.788528919220,-0.385216593742,0.322331428528,-0.080809682608,0.315484821796,0.055861487985,0.943831920624
583,1413393914.155760288239,1413393915.155760288239,1,1,1,1,0,0,0,0.786233425140,-0.373113989830,0.333173990250,-0.088462628424,0.296946704388,0.059826485813,0.948903560638
584,1413393914.205760478973,1413393915.205760478973,1,1,1,1,0,0,0,0.783503770828,-0.368133783340,0.344792127609,-0.085653230548,0.275786787271,0.066768705845,0.955063939095
585,1413393914.255760431290,1413393915.255760431290,1,1,1,1,0,0,0,0.775735616684,-0.375496625900,0.365258753300,-0.081034429371,0.256042689085,0.069329090416,0.960764825344
586,1413393914.305760622025,1413393915.305760622025,1,1,1,1,0,0,0,0.768784999847,-0.377346992493,0.385469913483,-0.073542132974,0.234950169921,0.069326408207,0.966738820076
587,1413393914.355760335922,1413393915.355760335922,1,1,1,1,0,0,0,0.759628295898,-0.377244114876,0.409466445446,-0.064448885620,0.213085159659,0.062948040664,0.972871422768
588,1413393914.405760526657,1413393915.405760526657,1,1,1,1,0,0,0,0.749003171921,-0.378072619438,0.437753796577,-0.053457628936,0.190650895238,0.050889521837,0.978879392147
589,1413393914.455760478973,1413393915.455760478973,1,1,1,1,0,0,0,0.732117891312,-0.389616370201,0.469362527132,-0.040005963296,0.169930890203,0.029759051278,0.984193801880
590,1413393914.505760431290,1413393915.505760431290,1,1,1,1,0,0,0,0.717052698135,-0.396498918533,0.495844632387,-0.026291323826,0.149625226855,0.010111241601,0.988341510296
591,1413393914.555760383606,1413393915.555760383606,1,1,1,1,0,0,0,0.698339223862,-0.404501438141,0.529037058353,-0.018392207101,0.129770085216,-0.008028552867,0.991341054440
592,1413393914.605760574341,1413393915.605760574341,1,1,1,1,0,0,0,0.676033973694,-0.411513328552,0.562198758125,-0.011248135008,0.109027177095,-0.020601602271,0.993761658669
593,1413393914.655760288239,1413393915.655760288239,1,1,1,1,0,0,0,0.648082494736,-0.422972083092,0.596049368382,-0.007360493764,0.088853806257,-0.028717581183,0.995603442192
594,1413393914.705760478973,1413393915.705760478973,1,1,1,1,0,0,0,0.619988918304,-0.428016424179,0.623341619968,-0.002492452972,0.069677576423,-0.040365472436,0.996749460697
595,1413393914.755760431290,1413393915.755760431290,1,1,1,1,0,0,0,0.585507869720,-0.438495755196,0.652768015862,0.002444845624,0.052260827273,-0.054874956608,0.997121632099
596,1413393914.805760622025,1413393915.805760622025,1,1,1,1,0,0,0,0.548182010651,-0.448139905930,0.679862856865,0.008010520600,0.036064960063,-0.068758077919,0.996949076653
597,1413393914.855760335922,1413393915.855760335922,1,1,1,1,0,0,0,0.508462667465,-0.461684107780,0.708539545536,0.012210712768,0.019779017195,-0.080939732492,0.996447980404
598,1413393914.905760526657,1413393915.905760526657,1,1,1,1,0,0,0,0.471616029739,-0.458107709885,0.726574361324,0.016145896167,0.003908982966,-0.085711471736,0.996181488037
599,1413393914.955760478973,1413393915.955760478973,1,1,1,1,0,0,0,0.432895421982,-0.457100510597,0.745620727539,0.023068437353,-0.010470331647,-0.084496103227,0.996101737022
600,1413393915.005760431290,1413393916.005760431290,1,1,1,1,0,0,0,0.393272876740,-0.458489537239,0.757498919964,0.033743422478,-0.022674493492,-0.083454310894,0.995682001114
601,1413393915.055760383606,1413393916.055760383606,1,1,1,1,0,0,0,0.353391408920,-0.457471609116,0.767338812351,0.041844725609,-0.032536234707,-0.081694267690,0.995246946812
602,1413393915.105760574341,1413393916.105760574341,1,1,1,1,0,0,0,0.307506322861,-0.462569236755,0.769460558891,0.049415852875,-0.038596693426,-0.081938579679,0.994663000107
603,1413393915.155760288239,1413393916.155760288239,1,1,1,1,0,0,0,0.270079374313,-0.456270933151,0.770581007004,0.057518873364,-0.043752238154,-0.081238210201,0.994071304798
604,1413393915.205760478973,1413393916.205760478973,1,1,1,1,0,0,0,0.228831052780,-0.453993201256,0.769199490547,0.063698947430,-0.045530743897,-0.079873070121,0.993725121021
605,1413393915.255760431290,1413393916.255760431290,1,1,1,1,0,0,0,0.186818122864,-0.449751615524,0.764614820480,0.067174240947,-0.047626048326,-0.069334954023,0.994189143181
606,1413393915.305760622025,1413393916.305760622025,1,1,1,1,0,0,0,0.142978429794,-0.447909951210,0.757559180260,0.066469304264,-0.045127931982,-0.057937305421,0.995082259178
607,1413393915.355760335922,1413393916.355760335922,1,1,1,1,0,0,0,0.110119581223,-0.436101794243,0.750629544258,0.060409769416,-0.038501936942,-0.041983503848,0.996546924114
608,1413393915.405760526657,1413393916.405760526657,1,1,1,1,0,0,0,0.080085754395,-0.426710844040,0.743276834488,0.049594718963,-0.027632027864,-0.022740621120,0.998128175735
609,1413393915.455760478973,1413393916.455760478973,1,1,1,1,0,0,0,0.054896116257,-0.415987133980,0.736407995224,0.036983940750,-0.012991419062,-0.001227717614,0.999230682850
610,1413393915.505760431290,1413393916.505760431290,1,1,1,1,0,0,0,0.030109882355,-0.407061219215,0.726566314697,0.024246741086,0.003940598108,0.019681626931,0.999504506588
611,1413393915.555760383606,1413393916.555760383606,1,1,1,1,0,0,0,0.006660223007,-0.398171186447,0.713084936142,0.014495595358,0.024523520842,0.034709047526,0.998991370201
612,1413393915.605760574341,1413393916.605760574341,1,1,1,1,0,0,0,-0.019520521164,-0.390950918198,0.689797401428,0.002136869822,0.049166351557,0.043666098267,0.997833311558
613,1413393915.655760288239,1413393916.655760288239,1,1,1,1,0,0,0,-0.045833110809,-0.390473484993,0.674428343773,-0.007839354686,0.074508242309,0.050572682172,0.995906412601
614,1413393915.705760478973,1413393916.705760478973,1,1,1,1,0,0,0,-0.071388721466,-0.392670392990,0.659494340420,-0.018379781395,0.099940143526,0.060489095747,0.992983043194
615,1413393915.755760431290,1413393916.755760431290,1,1,1,1,0,0,0,-0.095000743866,-0.390321135521,0.643995702267,-0.027168743312,0.125293120742,0.070930361748,0.989207983017
616,1413393915.805760622025,1413393916.805760622025,1,1,1,1,0,0,0,-0.118573665619,-0.384569644928,0.620261669159,-0.030983811244,0.149372249842,0.083112798631,0.984794497490
617,1413393915.855760335922,1413393916.855760335922,1,1,1,1,0,0,0,-0.141213178635,-0.389091134071,0.604316473007,-0.030960952863,0.174637287855,0.093777693808,0.979667782784
618,1413393915.905760526657,1413393916.905760526657,1,1,1,1,0,0,0,-0.162726163864,-0.394949197769,0.588883817196,-0.028887838125,0.198485627770,0.106331415474,0.973890423775
619,1413393915.955760478973,1413393916.955760478973,1,1,1,1,0,0,0,-0.183002710342,-0.398900151253,0.575200021267,-0.027755618095,0.221142351627,0.120128907263,0.967416524887
620,1413393916.005760431290,1413393917.005760431290,1,1,1,1,0,0,0,-0.191025257111,-0.402945756912,0.568562626839,-0.024962559342,0.242321267724,0.138027057052,0.960003077984
